LHS (Determinante),RHS (Dipendente),Tipo
TotalAddGTime,ActualElapsedTime,1 -> 1
TotalAddGTime,AirTime,1 -> 1
TotalAddGTime,Distance,1 -> 1
TotalAddGTime,DistanceGroup,1 -> 1
TotalAddGTime,CarrierDelay,1 -> 1
TotalAddGTime,WeatherDelay,1 -> 1
TotalAddGTime,NASDelay,1 -> 1
TotalAddGTime,LateAircraftDelay,1 -> 1
TotalAddGTime,FirstDepTime,1 -> 1
TotalAddGTime,LongestAddGTime,1 -> 1
TotalAddGTime,DivAirportLandings,1 -> 1
LongestAddGTime,DayofMonth,1 -> 1
LongestAddGTime,DayOfWeek,1 -> 1
LongestAddGTime,FlightDate,1 -> 1
LongestAddGTime,Reporting_Airline,1 -> 1
LongestAddGTime,DOT_ID_Reporting_Airline,1 -> 1
LongestAddGTime,IATA_CODE_Reporting_Airline,1 -> 1
LongestAddGTime,Tail_Number,1 -> 1
LongestAddGTime,Flight_Number_Reporting_Airline,1 -> 1
LongestAddGTime,OriginAirportID,1 -> 1
LongestAddGTime,OriginAirportSeqID,1 -> 1
LongestAddGTime,OriginCityMarketID,1 -> 1
LongestAddGTime,Origin,1 -> 1
LongestAddGTime,OriginCityName,1 -> 1
LongestAddGTime,OriginState,1 -> 1
LongestAddGTime,OriginStateFips,1 -> 1
LongestAddGTime,OriginStateName,1 -> 1
LongestAddGTime,OriginWac,1 -> 1
LongestAddGTime,DestAirportID,1 -> 1
LongestAddGTime,DestAirportSeqID,1 -> 1
LongestAddGTime,DestCityMarketID,1 -> 1
LongestAddGTime,Dest,1 -> 1
LongestAddGTime,DestCityName,1 -> 1
LongestAddGTime,DestState,1 -> 1
LongestAddGTime,DestStateFips,1 -> 1
LongestAddGTime,DestStateName,1 -> 1
LongestAddGTime,DestWac,1 -> 1
LongestAddGTime,CRSDepTime,1 -> 1
LongestAddGTime,DepTime,1 -> 1
LongestAddGTime,DepDelay,1 -> 1
LongestAddGTime,DepDelayMinutes,1 -> 1
LongestAddGTime,DepDel15,1 -> 1
LongestAddGTime,DepartureDelayGroups,1 -> 1
LongestAddGTime,DepTimeBlk,1 -> 1
LongestAddGTime,TaxiOut,1 -> 1
LongestAddGTime,WheelsOff,1 -> 1
LongestAddGTime,WheelsOn,1 -> 1
LongestAddGTime,TaxiIn,1 -> 1
LongestAddGTime,CRSArrTime,1 -> 1
LongestAddGTime,ArrTime,1 -> 1
LongestAddGTime,ArrDelay,1 -> 1
LongestAddGTime,ArrDelayMinutes,1 -> 1
LongestAddGTime,ArrDel15,1 -> 1
LongestAddGTime,ArrivalDelayGroups,1 -> 1
LongestAddGTime,ArrTimeBlk,1 -> 1
LongestAddGTime,Cancelled,1 -> 1
LongestAddGTime,CancellationCode,1 -> 1
LongestAddGTime,Diverted,1 -> 1
LongestAddGTime,CRSElapsedTime,1 -> 1
LongestAddGTime,ActualElapsedTime,1 -> 1
LongestAddGTime,AirTime,1 -> 1
LongestAddGTime,Distance,1 -> 1
LongestAddGTime,DistanceGroup,1 -> 1
LongestAddGTime,CarrierDelay,1 -> 1
LongestAddGTime,WeatherDelay,1 -> 1
LongestAddGTime,NASDelay,1 -> 1
LongestAddGTime,LateAircraftDelay,1 -> 1
LongestAddGTime,FirstDepTime,1 -> 1
LongestAddGTime,TotalAddGTime,1 -> 1
LongestAddGTime,DivAirportLandings,1 -> 1
DivAirportLandings,Diverted,1 -> 1
DivReachedDest,DayofMonth,1 -> 1
DivReachedDest,DayOfWeek,1 -> 1
DivReachedDest,FlightDate,1 -> 1
DivReachedDest,Reporting_Airline,1 -> 1
DivReachedDest,DOT_ID_Reporting_Airline,1 -> 1
DivReachedDest,IATA_CODE_Reporting_Airline,1 -> 1
DivReachedDest,Tail_Number,1 -> 1
DivReachedDest,Flight_Number_Reporting_Airline,1 -> 1
DivReachedDest,OriginAirportID,1 -> 1
DivReachedDest,OriginAirportSeqID,1 -> 1
DivReachedDest,OriginCityMarketID,1 -> 1
DivReachedDest,Origin,1 -> 1
DivReachedDest,OriginCityName,1 -> 1
DivReachedDest,OriginState,1 -> 1
DivReachedDest,OriginStateFips,1 -> 1
DivReachedDest,OriginStateName,1 -> 1
DivReachedDest,OriginWac,1 -> 1
DivReachedDest,DestAirportID,1 -> 1
DivReachedDest,DestAirportSeqID,1 -> 1
DivReachedDest,DestCityMarketID,1 -> 1
DivReachedDest,Dest,1 -> 1
DivReachedDest,DestCityName,1 -> 1
DivReachedDest,DestState,1 -> 1
DivReachedDest,DestStateFips,1 -> 1
DivReachedDest,DestStateName,1 -> 1
DivReachedDest,DestWac,1 -> 1
DivReachedDest,CRSDepTime,1 -> 1
DivReachedDest,DepTime,1 -> 1
DivReachedDest,DepDelay,1 -> 1
DivReachedDest,DepDelayMinutes,1 -> 1
DivReachedDest,DepDel15,1 -> 1
DivReachedDest,DepartureDelayGroups,1 -> 1
DivReachedDest,DepTimeBlk,1 -> 1
DivReachedDest,TaxiOut,1 -> 1
DivReachedDest,WheelsOff,1 -> 1
DivReachedDest,WheelsOn,1 -> 1
DivReachedDest,TaxiIn,1 -> 1
DivReachedDest,CRSArrTime,1 -> 1
DivReachedDest,ArrTime,1 -> 1
DivReachedDest,ArrTimeBlk,1 -> 1
DivReachedDest,Cancelled,1 -> 1
DivReachedDest,Diverted,1 -> 1
DivReachedDest,CRSElapsedTime,1 -> 1
DivReachedDest,Distance,1 -> 1
DivReachedDest,DistanceGroup,1 -> 1
DivReachedDest,DivAirportLandings,1 -> 1
DivReachedDest,DivDistance,1 -> 1
DivReachedDest,Div1Airport,1 -> 1
DivReachedDest,Div1AirportID,1 -> 1
DivReachedDest,Div1AirportSeqID,1 -> 1
DivReachedDest,Div1WheelsOn,1 -> 1
DivReachedDest,Div1TotalGTime,1 -> 1
DivReachedDest,Div1LongestGTime,1 -> 1
DivDistance,DayofMonth,1 -> 1
DivDistance,DayOfWeek,1 -> 1
DivDistance,FlightDate,1 -> 1
DivDistance,Reporting_Airline,1 -> 1
DivDistance,DOT_ID_Reporting_Airline,1 -> 1
DivDistance,IATA_CODE_Reporting_Airline,1 -> 1
DivDistance,Tail_Number,1 -> 1
DivDistance,Flight_Number_Reporting_Airline,1 -> 1
DivDistance,OriginAirportID,1 -> 1
DivDistance,OriginAirportSeqID,1 -> 1
DivDistance,OriginCityMarketID,1 -> 1
DivDistance,Origin,1 -> 1
DivDistance,OriginCityName,1 -> 1
DivDistance,OriginState,1 -> 1
DivDistance,OriginStateFips,1 -> 1
DivDistance,OriginStateName,1 -> 1
DivDistance,OriginWac,1 -> 1
DivDistance,DestAirportID,1 -> 1
DivDistance,DestAirportSeqID,1 -> 1
DivDistance,DestCityMarketID,1 -> 1
DivDistance,Dest,1 -> 1
DivDistance,DestCityName,1 -> 1
DivDistance,DestState,1 -> 1
DivDistance,DestStateFips,1 -> 1
DivDistance,DestStateName,1 -> 1
DivDistance,DestWac,1 -> 1
DivDistance,CRSDepTime,1 -> 1
DivDistance,DepTime,1 -> 1
DivDistance,DepDelay,1 -> 1
DivDistance,DepDelayMinutes,1 -> 1
DivDistance,DepDel15,1 -> 1
DivDistance,DepartureDelayGroups,1 -> 1
DivDistance,DepTimeBlk,1 -> 1
DivDistance,TaxiOut,1 -> 1
DivDistance,WheelsOff,1 -> 1
DivDistance,WheelsOn,1 -> 1
DivDistance,TaxiIn,1 -> 1
DivDistance,CRSArrTime,1 -> 1
DivDistance,ArrTime,1 -> 1
DivDistance,ArrTimeBlk,1 -> 1
DivDistance,Cancelled,1 -> 1
DivDistance,Diverted,1 -> 1
DivDistance,CRSElapsedTime,1 -> 1
DivDistance,Distance,1 -> 1
DivDistance,DistanceGroup,1 -> 1
DivDistance,DivAirportLandings,1 -> 1
DivDistance,DivReachedDest,1 -> 1
DivDistance,Div1Airport,1 -> 1
DivDistance,Div1AirportID,1 -> 1
DivDistance,Div1AirportSeqID,1 -> 1
DivDistance,Div1WheelsOn,1 -> 1
DivDistance,Div1TotalGTime,1 -> 1
DivDistance,Div1LongestGTime,1 -> 1
Div1Airport,DayofMonth,1 -> 1
Div1Airport,DayOfWeek,1 -> 1
Div1Airport,FlightDate,1 -> 1
Div1Airport,Reporting_Airline,1 -> 1
Div1Airport,DOT_ID_Reporting_Airline,1 -> 1
Div1Airport,IATA_CODE_Reporting_Airline,1 -> 1
Div1Airport,Tail_Number,1 -> 1
Div1Airport,Flight_Number_Reporting_Airline,1 -> 1
Div1Airport,OriginAirportID,1 -> 1
Div1Airport,OriginAirportSeqID,1 -> 1
Div1Airport,OriginCityMarketID,1 -> 1
Div1Airport,Origin,1 -> 1
Div1Airport,OriginCityName,1 -> 1
Div1Airport,OriginState,1 -> 1
Div1Airport,OriginStateFips,1 -> 1
Div1Airport,OriginStateName,1 -> 1
Div1Airport,OriginWac,1 -> 1
Div1Airport,DestAirportID,1 -> 1
Div1Airport,DestAirportSeqID,1 -> 1
Div1Airport,DestCityMarketID,1 -> 1
Div1Airport,Dest,1 -> 1
Div1Airport,DestCityName,1 -> 1
Div1Airport,DestState,1 -> 1
Div1Airport,DestStateFips,1 -> 1
Div1Airport,DestStateName,1 -> 1
Div1Airport,DestWac,1 -> 1
Div1Airport,CRSDepTime,1 -> 1
Div1Airport,DepTime,1 -> 1
Div1Airport,DepDelay,1 -> 1
Div1Airport,DepDelayMinutes,1 -> 1
Div1Airport,DepDel15,1 -> 1
Div1Airport,DepartureDelayGroups,1 -> 1
Div1Airport,DepTimeBlk,1 -> 1
Div1Airport,TaxiOut,1 -> 1
Div1Airport,WheelsOff,1 -> 1
Div1Airport,WheelsOn,1 -> 1
Div1Airport,TaxiIn,1 -> 1
Div1Airport,CRSArrTime,1 -> 1
Div1Airport,ArrTime,1 -> 1
Div1Airport,ArrTimeBlk,1 -> 1
Div1Airport,Cancelled,1 -> 1
Div1Airport,Diverted,1 -> 1
Div1Airport,CRSElapsedTime,1 -> 1
Div1Airport,Distance,1 -> 1
Div1Airport,DistanceGroup,1 -> 1
Div1Airport,DivAirportLandings,1 -> 1
Div1Airport,DivReachedDest,1 -> 1
Div1Airport,DivDistance,1 -> 1
Div1Airport,Div1AirportID,1 -> 1
Div1Airport,Div1AirportSeqID,1 -> 1
Div1Airport,Div1WheelsOn,1 -> 1
Div1Airport,Div1TotalGTime,1 -> 1
Div1Airport,Div1LongestGTime,1 -> 1
Div1AirportID,DayofMonth,1 -> 1
Div1AirportID,DayOfWeek,1 -> 1
Div1AirportID,FlightDate,1 -> 1
Div1AirportID,Reporting_Airline,1 -> 1
Div1AirportID,DOT_ID_Reporting_Airline,1 -> 1
Div1AirportID,IATA_CODE_Reporting_Airline,1 -> 1
Div1AirportID,Tail_Number,1 -> 1
Div1AirportID,Flight_Number_Reporting_Airline,1 -> 1
Div1AirportID,OriginAirportID,1 -> 1
Div1AirportID,OriginAirportSeqID,1 -> 1
Div1AirportID,OriginCityMarketID,1 -> 1
Div1AirportID,Origin,1 -> 1
Div1AirportID,OriginCityName,1 -> 1
Div1AirportID,OriginState,1 -> 1
Div1AirportID,OriginStateFips,1 -> 1
Div1AirportID,OriginStateName,1 -> 1
Div1AirportID,OriginWac,1 -> 1
Div1AirportID,DestAirportID,1 -> 1
Div1AirportID,DestAirportSeqID,1 -> 1
Div1AirportID,DestCityMarketID,1 -> 1
Div1AirportID,Dest,1 -> 1
Div1AirportID,DestCityName,1 -> 1
Div1AirportID,DestState,1 -> 1
Div1AirportID,DestStateFips,1 -> 1
Div1AirportID,DestStateName,1 -> 1
Div1AirportID,DestWac,1 -> 1
Div1AirportID,CRSDepTime,1 -> 1
Div1AirportID,DepTime,1 -> 1
Div1AirportID,DepDelay,1 -> 1
Div1AirportID,DepDelayMinutes,1 -> 1
Div1AirportID,DepDel15,1 -> 1
Div1AirportID,DepartureDelayGroups,1 -> 1
Div1AirportID,DepTimeBlk,1 -> 1
Div1AirportID,TaxiOut,1 -> 1
Div1AirportID,WheelsOff,1 -> 1
Div1AirportID,WheelsOn,1 -> 1
Div1AirportID,TaxiIn,1 -> 1
Div1AirportID,CRSArrTime,1 -> 1
Div1AirportID,ArrTime,1 -> 1
Div1AirportID,ArrTimeBlk,1 -> 1
Div1AirportID,Cancelled,1 -> 1
Div1AirportID,Diverted,1 -> 1
Div1AirportID,CRSElapsedTime,1 -> 1
Div1AirportID,Distance,1 -> 1
Div1AirportID,DistanceGroup,1 -> 1
Div1AirportID,DivAirportLandings,1 -> 1
Div1AirportID,DivReachedDest,1 -> 1
Div1AirportID,DivDistance,1 -> 1
Div1AirportID,Div1Airport,1 -> 1
Div1AirportID,Div1AirportSeqID,1 -> 1
Div1AirportID,Div1WheelsOn,1 -> 1
Div1AirportID,Div1TotalGTime,1 -> 1
Div1AirportID,Div1LongestGTime,1 -> 1
Div1AirportSeqID,DayofMonth,1 -> 1
Div1AirportSeqID,DayOfWeek,1 -> 1
Div1AirportSeqID,FlightDate,1 -> 1
Div1AirportSeqID,Reporting_Airline,1 -> 1
Div1AirportSeqID,DOT_ID_Reporting_Airline,1 -> 1
Div1AirportSeqID,IATA_CODE_Reporting_Airline,1 -> 1
Div1AirportSeqID,Tail_Number,1 -> 1
Div1AirportSeqID,Flight_Number_Reporting_Airline,1 -> 1
Div1AirportSeqID,OriginAirportID,1 -> 1
Div1AirportSeqID,OriginAirportSeqID,1 -> 1
Div1AirportSeqID,OriginCityMarketID,1 -> 1
Div1AirportSeqID,Origin,1 -> 1
Div1AirportSeqID,OriginCityName,1 -> 1
Div1AirportSeqID,OriginState,1 -> 1
Div1AirportSeqID,OriginStateFips,1 -> 1
Div1AirportSeqID,OriginStateName,1 -> 1
Div1AirportSeqID,OriginWac,1 -> 1
Div1AirportSeqID,DestAirportID,1 -> 1
Div1AirportSeqID,DestAirportSeqID,1 -> 1
Div1AirportSeqID,DestCityMarketID,1 -> 1
Div1AirportSeqID,Dest,1 -> 1
Div1AirportSeqID,DestCityName,1 -> 1
Div1AirportSeqID,DestState,1 -> 1
Div1AirportSeqID,DestStateFips,1 -> 1
Div1AirportSeqID,DestStateName,1 -> 1
Div1AirportSeqID,DestWac,1 -> 1
Div1AirportSeqID,CRSDepTime,1 -> 1
Div1AirportSeqID,DepTime,1 -> 1
Div1AirportSeqID,DepDelay,1 -> 1
Div1AirportSeqID,DepDelayMinutes,1 -> 1
Div1AirportSeqID,DepDel15,1 -> 1
Div1AirportSeqID,DepartureDelayGroups,1 -> 1
Div1AirportSeqID,DepTimeBlk,1 -> 1
Div1AirportSeqID,TaxiOut,1 -> 1
Div1AirportSeqID,WheelsOff,1 -> 1
Div1AirportSeqID,WheelsOn,1 -> 1
Div1AirportSeqID,TaxiIn,1 -> 1
Div1AirportSeqID,CRSArrTime,1 -> 1
Div1AirportSeqID,ArrTime,1 -> 1
Div1AirportSeqID,ArrTimeBlk,1 -> 1
Div1AirportSeqID,Cancelled,1 -> 1
Div1AirportSeqID,Diverted,1 -> 1
Div1AirportSeqID,CRSElapsedTime,1 -> 1
Div1AirportSeqID,Distance,1 -> 1
Div1AirportSeqID,DistanceGroup,1 -> 1
Div1AirportSeqID,DivAirportLandings,1 -> 1
Div1AirportSeqID,DivReachedDest,1 -> 1
Div1AirportSeqID,DivDistance,1 -> 1
Div1AirportSeqID,Div1Airport,1 -> 1
Div1AirportSeqID,Div1AirportID,1 -> 1
Div1AirportSeqID,Div1WheelsOn,1 -> 1
Div1AirportSeqID,Div1TotalGTime,1 -> 1
Div1AirportSeqID,Div1LongestGTime,1 -> 1
Div1WheelsOn,DayofMonth,1 -> 1
Div1WheelsOn,DayOfWeek,1 -> 1
Div1WheelsOn,FlightDate,1 -> 1
Div1WheelsOn,Reporting_Airline,1 -> 1
Div1WheelsOn,DOT_ID_Reporting_Airline,1 -> 1
Div1WheelsOn,IATA_CODE_Reporting_Airline,1 -> 1
Div1WheelsOn,Tail_Number,1 -> 1
Div1WheelsOn,Flight_Number_Reporting_Airline,1 -> 1
Div1WheelsOn,OriginAirportID,1 -> 1
Div1WheelsOn,OriginAirportSeqID,1 -> 1
Div1WheelsOn,OriginCityMarketID,1 -> 1
Div1WheelsOn,Origin,1 -> 1
Div1WheelsOn,OriginCityName,1 -> 1
Div1WheelsOn,OriginState,1 -> 1
Div1WheelsOn,OriginStateFips,1 -> 1
Div1WheelsOn,OriginStateName,1 -> 1
Div1WheelsOn,OriginWac,1 -> 1
Div1WheelsOn,DestAirportID,1 -> 1
Div1WheelsOn,DestAirportSeqID,1 -> 1
Div1WheelsOn,DestCityMarketID,1 -> 1
Div1WheelsOn,Dest,1 -> 1
Div1WheelsOn,DestCityName,1 -> 1
Div1WheelsOn,DestState,1 -> 1
Div1WheelsOn,DestStateFips,1 -> 1
Div1WheelsOn,DestStateName,1 -> 1
Div1WheelsOn,DestWac,1 -> 1
Div1WheelsOn,CRSDepTime,1 -> 1
Div1WheelsOn,DepTime,1 -> 1
Div1WheelsOn,DepDelay,1 -> 1
Div1WheelsOn,DepDelayMinutes,1 -> 1
Div1WheelsOn,DepDel15,1 -> 1
Div1WheelsOn,DepartureDelayGroups,1 -> 1
Div1WheelsOn,DepTimeBlk,1 -> 1
Div1WheelsOn,TaxiOut,1 -> 1
Div1WheelsOn,WheelsOff,1 -> 1
Div1WheelsOn,WheelsOn,1 -> 1
Div1WheelsOn,TaxiIn,1 -> 1
Div1WheelsOn,CRSArrTime,1 -> 1
Div1WheelsOn,ArrTime,1 -> 1
Div1WheelsOn,ArrTimeBlk,1 -> 1
Div1WheelsOn,Cancelled,1 -> 1
Div1WheelsOn,Diverted,1 -> 1
Div1WheelsOn,CRSElapsedTime,1 -> 1
Div1WheelsOn,Distance,1 -> 1
Div1WheelsOn,DistanceGroup,1 -> 1
Div1WheelsOn,DivAirportLandings,1 -> 1
Div1WheelsOn,DivReachedDest,1 -> 1
Div1WheelsOn,DivDistance,1 -> 1
Div1WheelsOn,Div1Airport,1 -> 1
Div1WheelsOn,Div1AirportID,1 -> 1
Div1WheelsOn,Div1AirportSeqID,1 -> 1
Div1WheelsOn,Div1TotalGTime,1 -> 1
Div1WheelsOn,Div1LongestGTime,1 -> 1
Div1TotalGTime,DayofMonth,1 -> 1
Div1TotalGTime,DayOfWeek,1 -> 1
Div1TotalGTime,FlightDate,1 -> 1
Div1TotalGTime,Reporting_Airline,1 -> 1
Div1TotalGTime,DOT_ID_Reporting_Airline,1 -> 1
Div1TotalGTime,IATA_CODE_Reporting_Airline,1 -> 1
Div1TotalGTime,Tail_Number,1 -> 1
Div1TotalGTime,Flight_Number_Reporting_Airline,1 -> 1
Div1TotalGTime,OriginAirportID,1 -> 1
Div1TotalGTime,OriginAirportSeqID,1 -> 1
Div1TotalGTime,OriginCityMarketID,1 -> 1
Div1TotalGTime,Origin,1 -> 1
Div1TotalGTime,OriginCityName,1 -> 1
Div1TotalGTime,OriginState,1 -> 1
Div1TotalGTime,OriginStateFips,1 -> 1
Div1TotalGTime,OriginStateName,1 -> 1
Div1TotalGTime,OriginWac,1 -> 1
Div1TotalGTime,DestAirportID,1 -> 1
Div1TotalGTime,DestAirportSeqID,1 -> 1
Div1TotalGTime,DestCityMarketID,1 -> 1
Div1TotalGTime,Dest,1 -> 1
Div1TotalGTime,DestCityName,1 -> 1
Div1TotalGTime,DestState,1 -> 1
Div1TotalGTime,DestStateFips,1 -> 1
Div1TotalGTime,DestStateName,1 -> 1
Div1TotalGTime,DestWac,1 -> 1
Div1TotalGTime,CRSDepTime,1 -> 1
Div1TotalGTime,DepTime,1 -> 1
Div1TotalGTime,DepDelay,1 -> 1
Div1TotalGTime,DepDelayMinutes,1 -> 1
Div1TotalGTime,DepDel15,1 -> 1
Div1TotalGTime,DepartureDelayGroups,1 -> 1
Div1TotalGTime,DepTimeBlk,1 -> 1
Div1TotalGTime,TaxiOut,1 -> 1
Div1TotalGTime,WheelsOff,1 -> 1
Div1TotalGTime,WheelsOn,1 -> 1
Div1TotalGTime,TaxiIn,1 -> 1
Div1TotalGTime,CRSArrTime,1 -> 1
Div1TotalGTime,ArrTime,1 -> 1
Div1TotalGTime,ArrTimeBlk,1 -> 1
Div1TotalGTime,Cancelled,1 -> 1
Div1TotalGTime,Diverted,1 -> 1
Div1TotalGTime,CRSElapsedTime,1 -> 1
Div1TotalGTime,Distance,1 -> 1
Div1TotalGTime,DistanceGroup,1 -> 1
Div1TotalGTime,DivAirportLandings,1 -> 1
Div1TotalGTime,DivReachedDest,1 -> 1
Div1TotalGTime,DivDistance,1 -> 1
Div1TotalGTime,Div1Airport,1 -> 1
Div1TotalGTime,Div1AirportID,1 -> 1
Div1TotalGTime,Div1AirportSeqID,1 -> 1
Div1TotalGTime,Div1WheelsOn,1 -> 1
Div1TotalGTime,Div1LongestGTime,1 -> 1
Div1LongestGTime,DayofMonth,1 -> 1
Div1LongestGTime,DayOfWeek,1 -> 1
Div1LongestGTime,FlightDate,1 -> 1
Div1LongestGTime,Reporting_Airline,1 -> 1
Div1LongestGTime,DOT_ID_Reporting_Airline,1 -> 1
Div1LongestGTime,IATA_CODE_Reporting_Airline,1 -> 1
Div1LongestGTime,Tail_Number,1 -> 1
Div1LongestGTime,Flight_Number_Reporting_Airline,1 -> 1
Div1LongestGTime,OriginAirportID,1 -> 1
Div1LongestGTime,OriginAirportSeqID,1 -> 1
Div1LongestGTime,OriginCityMarketID,1 -> 1
Div1LongestGTime,Origin,1 -> 1
Div1LongestGTime,OriginCityName,1 -> 1
Div1LongestGTime,OriginState,1 -> 1
Div1LongestGTime,OriginStateFips,1 -> 1
Div1LongestGTime,OriginStateName,1 -> 1
Div1LongestGTime,OriginWac,1 -> 1
Div1LongestGTime,DestAirportID,1 -> 1
Div1LongestGTime,DestAirportSeqID,1 -> 1
Div1LongestGTime,DestCityMarketID,1 -> 1
Div1LongestGTime,Dest,1 -> 1
Div1LongestGTime,DestCityName,1 -> 1
Div1LongestGTime,DestState,1 -> 1
Div1LongestGTime,DestStateFips,1 -> 1
Div1LongestGTime,DestStateName,1 -> 1
Div1LongestGTime,DestWac,1 -> 1
Div1LongestGTime,CRSDepTime,1 -> 1
Div1LongestGTime,DepTime,1 -> 1
Div1LongestGTime,DepDelay,1 -> 1
Div1LongestGTime,DepDelayMinutes,1 -> 1
Div1LongestGTime,DepDel15,1 -> 1
Div1LongestGTime,DepartureDelayGroups,1 -> 1
Div1LongestGTime,DepTimeBlk,1 -> 1
Div1LongestGTime,TaxiOut,1 -> 1
Div1LongestGTime,WheelsOff,1 -> 1
Div1LongestGTime,WheelsOn,1 -> 1
Div1LongestGTime,TaxiIn,1 -> 1
Div1LongestGTime,CRSArrTime,1 -> 1
Div1LongestGTime,ArrTime,1 -> 1
Div1LongestGTime,ArrTimeBlk,1 -> 1
Div1LongestGTime,Cancelled,1 -> 1
Div1LongestGTime,Diverted,1 -> 1
Div1LongestGTime,CRSElapsedTime,1 -> 1
Div1LongestGTime,Distance,1 -> 1
Div1LongestGTime,DistanceGroup,1 -> 1
Div1LongestGTime,DivAirportLandings,1 -> 1
Div1LongestGTime,DivReachedDest,1 -> 1
Div1LongestGTime,DivDistance,1 -> 1
Div1LongestGTime,Div1Airport,1 -> 1
Div1LongestGTime,Div1AirportID,1 -> 1
Div1LongestGTime,Div1AirportSeqID,1 -> 1
Div1LongestGTime,Div1WheelsOn,1 -> 1
Div1LongestGTime,Div1TotalGTime,1 -> 1
DayofMonth + DayOfWeek,FlightDate,2 -> 1
DayofMonth + DayOfWeek,DivReachedDest,2 -> 1
DayofMonth + DayOfWeek,DivDistance,2 -> 1
DayofMonth + DayOfWeek,Div1Airport,2 -> 1
DayofMonth + DayOfWeek,Div1AirportID,2 -> 1
DayofMonth + DayOfWeek,Div1AirportSeqID,2 -> 1
DayofMonth + DayOfWeek,Div1WheelsOn,2 -> 1
DayofMonth + DayOfWeek,Div1TotalGTime,2 -> 1
DayofMonth + DayOfWeek,Div1LongestGTime,2 -> 1
DayofMonth + FlightDate,DayOfWeek,2 -> 1
DayofMonth + FlightDate,DivReachedDest,2 -> 1
DayofMonth + FlightDate,DivDistance,2 -> 1
DayofMonth + FlightDate,Div1Airport,2 -> 1
DayofMonth + FlightDate,Div1AirportID,2 -> 1
DayofMonth + FlightDate,Div1AirportSeqID,2 -> 1
DayofMonth + FlightDate,Div1WheelsOn,2 -> 1
DayofMonth + FlightDate,Div1TotalGTime,2 -> 1
DayofMonth + FlightDate,Div1LongestGTime,2 -> 1
DayofMonth + Reporting_Airline,DayOfWeek,2 -> 1
DayofMonth + Reporting_Airline,FlightDate,2 -> 1
DayofMonth + Reporting_Airline,DOT_ID_Reporting_Airline,2 -> 1
DayofMonth + Reporting_Airline,IATA_CODE_Reporting_Airline,2 -> 1
DayofMonth + Reporting_Airline,FirstDepTime,2 -> 1
DayofMonth + Reporting_Airline,TotalAddGTime,2 -> 1
DayofMonth + Reporting_Airline,LongestAddGTime,2 -> 1
DayofMonth + Reporting_Airline,DivReachedDest,2 -> 1
DayofMonth + Reporting_Airline,DivDistance,2 -> 1
DayofMonth + Reporting_Airline,Div1Airport,2 -> 1
DayofMonth + Reporting_Airline,Div1AirportID,2 -> 1
DayofMonth + Reporting_Airline,Div1AirportSeqID,2 -> 1
DayofMonth + Reporting_Airline,Div1WheelsOn,2 -> 1
DayofMonth + Reporting_Airline,Div1TotalGTime,2 -> 1
DayofMonth + Reporting_Airline,Div1LongestGTime,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,DayOfWeek,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,FlightDate,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,Reporting_Airline,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,FirstDepTime,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,TotalAddGTime,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,LongestAddGTime,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,DivReachedDest,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,DivDistance,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,Div1Airport,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,Div1AirportID,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,Div1AirportSeqID,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,Div1WheelsOn,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,Div1TotalGTime,2 -> 1
DayofMonth + DOT_ID_Reporting_Airline,Div1LongestGTime,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,DayOfWeek,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,FlightDate,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,Reporting_Airline,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,DOT_ID_Reporting_Airline,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,FirstDepTime,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,TotalAddGTime,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,LongestAddGTime,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,DivReachedDest,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,DivDistance,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,Div1Airport,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,Div1AirportID,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,Div1AirportSeqID,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,Div1WheelsOn,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,Div1TotalGTime,2 -> 1
DayofMonth + IATA_CODE_Reporting_Airline,Div1LongestGTime,2 -> 1
DayofMonth + Tail_Number,DayOfWeek,2 -> 1
